,score
199,0.977336233189141
200,0.978285016209384
201,0.979487265941039
202,0.980666804823341
203,0.980889091996207
204,0.980707162797989
205,0.979917580012025
206,0.979020508922634
207,0.97814760852578
208,0.977421585392869
209,0.976627550815268
210,0.975613690564322
211,0.974796430419785
212,0.973870152283644
213,0.972948099333573
214,0.972078500981691
215,0.971191810351049
216,0.970271831714335
217,0.969136151283266
218,0.967654896436376
219,0.965787504164429
220,0.964160228875132
221,0.962477398805224
222,0.961401502175896
223,0.96036252811015
224,0.958894585535964
225,0.957279293873463
226,0.955491351875624
227,0.954310938205201
228,0.952286076042071
229,0.950205311681006
230,0.949149947393694
231,0.947621169679625
232,0.945209744888304
233,0.943780029158056
234,0.942492013839557
235,0.941702792703286
236,0.940963516363036
237,0.93971021993782
238,0.940002623629966
239,0.940194701303753
240,0.940048082302829
241,0.939967832184991
242,0.941234381487703
243,0.94172349497043
244,0.941587199173454
245,0.94142914926158
246,0.941731553513685
247,0.941376609880571
248,0.940602523101041
249,0.940685809696294
250,0.940278839898495
251,0.940854443473275
252,0.940027320440312
253,0.938690505208606
254,0.937869831362776
255,0.939031589309624
256,0.939059100904148
257,0.93983251276623
258,0.940972419648527
259,0.94160974867222
260,0.941913715157201
261,0.94148248905769
262,0.941072941150235
263,0.941996547317288
264,0.943228014336937
265,0.942517865938684
266,0.942118507737304
267,0.942887442545202
268,0.942218811830365
269,0.942065755962982
270,0.941795141023142
271,0.941907357085497
272,0.942640622344894
273,0.942320884522242
274,0.942198048166638
275,0.942110718235958
276,0.942793927838565
277,0.940934783970652
278,0.939945825605689
279,0.939016871340599
280,0.939677719123257
281,0.939516328606865
282,0.939169193353046
283,0.938505349827654
284,0.93850479137386
285,0.937900838781579
286,0.936577565301053
287,0.937027369202838
288,0.938229505179959
289,0.938745635474858
290,0.937863193867625
291,0.938201408299236
292,0.938173063286649
293,0.939410681130686
294,0.940109973238319
295,0.939925473409186
296,0.941414258316612
297,0.942538350017166
298,0.942828024015096
299,0.943476930172377
300,0.94362363376426
301,0.943057289373924
302,0.943449441813148
303,0.943535027076352
304,0.943500374143239
305,0.945146511885625
306,0.945347634440558
307,0.945413250218216
308,0.945914247438706
309,0.945984604861129
310,0.946344805153874
311,0.946960839008371
312,0.94723901881663
313,0.947408821977686
314,0.947358925119588
315,0.947630664049868
316,0.947668287294065
317,0.947998504859436
318,0.948035819612643
319,0.947792562611951
320,0.947764096730266
321,0.947758182152285
322,0.94771546090588
323,0.947587947127596
324,0.948314554113614
325,0.948362539569085
326,0.949189766428423
327,0.950520365302462
328,0.951698062350786
329,0.953520910409177
330,0.955614611769408
331,0.957072879823191
332,0.958562480152632
333,0.959701371800746
334,0.959520915708558
335,0.958900753096507
336,0.958460106826593
337,0.957130848169792
338,0.956237645629609
339,0.955773039884593
340,0.955045352708522
341,0.954859435019463
342,0.954715775133468
343,0.954456917602006
344,0.95503376160396
345,0.955988584669748
346,0.956650238695306
347,0.957468731770356
348,0.958251916081795
349,0.958535308275619
350,0.958605796503404
351,0.958915095329613
352,0.959422266164926
353,0.959966130464828
354,0.960448825377635
355,0.961137784482502
356,0.961187404211503
357,0.961496016020522
358,0.96185921755535
359,0.962261864781736
360,0.963119731725658
361,0.963334698450337
362,0.963257005012113
363,0.963528537325298
364,0.963709701128077
365,0.963588149510198
366,0.964139540752935
367,0.964278849458854
368,0.963998262046883
369,0.96399979089063
370,0.963884324250325
371,0.963553262237931
372,0.963304792286936
373,0.962887239380852
374,0.962667205871345
375,0.962771129015702
376,0.962973385907707
377,0.963352223851717
378,0.964219690709798
379,0.964935615406672
380,0.965842374220148
381,0.967065016017567
382,0.968145912701508
383,0.96875218833257
384,0.969142453774766
385,0.969290060694041
386,0.969129763159153
387,0.969214118750368
388,0.968983962391972
389,0.968771061803207
390,0.968057384226145
391,0.9676603388369
392,0.967413367505607
393,0.967191394718785
394,0.966839367951624
395,0.966645853390458
396,0.966433175666274
397,0.965997179016606
398,0.965554068802124
399,0.965900330587204
400,0.966613437843063
401,0.9666862350502
402,0.966699406869372
403,0.966956051690221
404,0.966976746974834
405,0.96685563335109
406,0.96683426034119
407,0.966849368184895
408,0.966902790110621
409,0.966053425148705
410,0.965252214441103
411,0.965427432919682
412,0.965616660883585
413,0.965801877401209
414,0.966326252633909
415,0.967075909679265
416,0.967836111734472
417,0.968438571437961
418,0.968950065489298
419,0.96957089383795
420,0.97002941307501
421,0.96977094488645
422,0.969295878044008
423,0.969386881782937
424,0.969597095586099
425,0.969693836104225
426,0.969808497294439
427,0.97005474565554
428,0.970614148354026
429,0.971057607943375
430,0.97152065270439
431,0.972016492911813
432,0.972647819940027
433,0.972637466710477
434,0.972402575139493
435,0.972623691615803
436,0.97271836326792
437,0.972852188753401
438,0.972422728162697
439,0.972118207466513
440,0.972025726804637
441,0.972220296447861
442,0.972455855845698
443,0.9727872073473
444,0.973245615341528
445,0.973154667285897
446,0.973321488256995
447,0.97397212153225
448,0.974842594881454
449,0.9752963616038
450,0.97567048197682
451,0.975812686130333
452,0.975767745042334
453,0.975890454182176
454,0.975731046842371
455,0.975380769516318
456,0.975174043059531
457,0.97432498005587
458,0.972953608394776
459,0.971338213486638
460,0.969740386080817
461,0.967685680393163
462,0.964890674962599
463,0.962140659131561
464,0.959018769381443
465,0.956323176608371
466,0.952949242410167
467,0.950179737943898
468,0.947503468055382
469,0.945704177704687
470,0.942963539582029
471,0.941614654985917
472,0.940696155619102
473,0.940266592110808
474,0.940220984217179
475,0.940122776220996
476,0.940714263672515
477,0.940292720640485
478,0.940185020314616
479,0.940054011676196
480,0.940581610935899
481,0.940085439070914
482,0.939958636711202
483,0.94001077907346
484,0.939531600836459
485,0.938969192935578
486,0.938245609454415
487,0.937440703354477
488,0.937068222362343
489,0.934879490791304
490,0.933593049155749
491,0.931943051257908
492,0.931453990868109
493,0.930145509371314
494,0.929462855171358
495,0.929843861949128
496,0.929747632053715
497,0.931012944125259
498,0.9321306691214
499,0.935279394282092
500,0.936915472317916
501,0.939138695213144
502,0.940777914888343
503,0.942130510007277
504,0.943907150158456
505,0.944554257624039
506,0.9458700231898
507,0.946121641926676
508,0.945829979126692
509,0.944657962639797
510,0.943742523389902
511,0.943465296963933
512,0.942766258437864
513,0.942529609995326
514,0.941896937292605
515,0.941473971776275
516,0.940898136056524
517,0.940971249014976
518,0.941782423418521
519,0.943270725346491
520,0.945411974401623
521,0.946870190438834
522,0.94800309462727
523,0.948401562176256
524,0.949049567612605
525,0.949586196849922
526,0.950081651945416
527,0.950262384922614
528,0.950157915664376
529,0.949049688945627
530,0.947736052452592
531,0.947385148170465
532,0.948217444940643
533,0.948948378493733
534,0.950147861887191
535,0.951280330398572
536,0.951991989423629
537,0.953345156578204
538,0.954516718939013
539,0.956935412632197
540,0.959901035712944
541,0.961839892692105
542,0.962788716268362
543,0.964776461040499
544,0.965618111219444
545,0.96553751496197
546,0.964414386847825
547,0.962810356035109
548,0.961465355845685
549,0.958502085287876
550,0.955834183804356
551,0.953320850133358
552,0.951964658063325
553,0.950496064248155
554,0.949512668639512
555,0.949964389724544
556,0.952653789565279
557,0.954711660484711
558,0.95707302767749
559,0.960536667967947
560,0.963304720864653
561,0.965497379315439
562,0.966651914675042
563,0.967400670253779
564,0.968543507911083
565,0.969593477087537
566,0.969619662031362
567,0.97068906085354
568,0.971277143664643
569,0.971533481366056
570,0.971730024732914
571,0.97189591261866
572,0.971842857334002
573,0.9721898180869
574,0.972398074615973
575,0.971916976980178
576,0.971377583321394
577,0.97051412966986
578,0.970156855184811
579,0.970460378779356
580,0.970533545256496
581,0.971353896486226
582,0.972360217027608
583,0.972920567591748
584,0.973382993017167
585,0.974367621780789
586,0.9754397015436
587,0.976119649445809
588,0.976814029026681
589,0.97735731087421
590,0.977728317375175
591,0.978567851928469
592,0.979288309697417
593,0.980431875428743
594,0.981057169033789
595,0.982015925416381
596,0.983397791034143
597,0.984996892790777
598,0.985155107225695
599,0.984915706809335
600,0.984290172425548
601,0.98286945992553
602,0.982288639793856
603,0.981944450570794
604,0.982016124198819
605,0.981618893256535
606,0.980907413673831
607,0.980117380149178
608,0.980233844142063
609,0.980349867053482
610,0.981094285463014
611,0.981313535314756
612,0.980430721508314
613,0.978963568891916
614,0.977433104458197
615,0.975932341821962
616,0.974501221401149
617,0.973152437776609
618,0.972334188980616
619,0.97189787635672
620,0.971751400767464
621,0.972204529607083
622,0.973004545550458
623,0.973734109124472
624,0.974145170277631
625,0.974442329486803
626,0.974512876044482
627,0.974535278317129
628,0.974256869064212
629,0.974214567223646
630,0.974207338774599
631,0.974154774038746
632,0.974141087558147
633,0.974054467720216
634,0.974376113446254
635,0.975106568230141
636,0.976066734802048
637,0.976845540237115
638,0.97775985644417
639,0.978441665903708
640,0.978980377676594
641,0.979421217869847
642,0.979815489627658
643,0.980288814844089
644,0.980526128299035
645,0.980299522615176
646,0.980004873679142
647,0.979738546786566
648,0.97900511670894
649,0.978083804722082
650,0.977102892785519
651,0.976048348381806
652,0.974881263690015
653,0.973879868843405
654,0.973554332074876
655,0.973243327029493
656,0.972874789976881
657,0.972674349093806
658,0.973349946690682
659,0.973776046234375
660,0.974039764122679
661,0.974496012337257
662,0.975061087636246
663,0.975797852993047
664,0.975773781346942
665,0.975985287690545
666,0.976491396078768
667,0.976672798555859
668,0.976023530617533
669,0.97511002907049
670,0.974561468981203
671,0.974409506279116
672,0.974721604989828
673,0.974810133218324
674,0.974953675018209
675,0.976035014692284
676,0.976445138813856
677,0.977196112962138
678,0.978029645663346
679,0.979349748086533
680,0.980102571916205
681,0.98032597505571
682,0.980215773963428
683,0.979868954101584
684,0.979693748452864
685,0.978336422499868
686,0.977536921983092
687,0.976900188551764
688,0.976520085370708
689,0.976306434703324
690,0.976485377918998
691,0.976484126632133
692,0.97641932536476
693,0.976565752364552
694,0.977054382818553
695,0.977560941584124
696,0.977596666054874
697,0.977731470546583
698,0.977575583298464
699,0.977631459768453
700,0.977332351828703
701,0.977565419143838
702,0.978097689217801
703,0.978659714221694
704,0.979036105252424
705,0.979301100368653
706,0.979652315006708
707,0.979855545517964
708,0.98037959420324
709,0.98041979482397
710,0.980598656448628
711,0.980599157754428
712,0.980295294885398
713,0.979894009151946
714,0.979581569555867
715,0.978937494424502
716,0.978424724389321
717,0.977789274671332
718,0.976673258747403
719,0.975684096922042
720,0.974613309875102
721,0.973547140238154
722,0.972752952230765
723,0.972486565387178
724,0.971249238219364
725,0.970353216574517
726,0.969646892420837
727,0.968324019735703
728,0.967274799935908
729,0.966120096247354
730,0.965638810776148
731,0.964976938805614
732,0.964018546495458
733,0.962319524641207
734,0.9608623719508
735,0.960185966615819
736,0.959273053282958
737,0.959163647255326
738,0.959001725656031
739,0.95915764353377
740,0.958888831969616
741,0.958479545877217
742,0.957887811963428
743,0.957884651504757
744,0.95834854098295
745,0.957705409791042
746,0.957624217714213
747,0.957653830046425
748,0.958173416686985
749,0.95866571700216
750,0.958730058927497
751,0.958790825679492
752,0.958773562029414
753,0.958852028823261
754,0.958898576941233
755,0.959339495205427
756,0.959654501973736
757,0.95934798320148
758,0.958615412125006
759,0.957878704450477
760,0.957546523786804
761,0.957693211037646
762,0.958500606961084
763,0.959152474081577
764,0.959153909771008
765,0.959895396723477
766,0.960154167104726
767,0.960828813888191
768,0.960749378394728
769,0.960885697750205
770,0.961281302987632
771,0.962047463965934
772,0.962179572089345
773,0.962086908508132
774,0.962892868944736
775,0.962960899226066
776,0.962811076481367
777,0.96225409008824
778,0.962972612439171
779,0.96324141844531
780,0.963417859556457
781,0.963300810586884
782,0.963185549846435
783,0.963900294373162
784,0.964231370465559
785,0.964256383211449
786,0.964847568141013
787,0.965578942172979
788,0.965662621419602
789,0.965298006881002
790,0.964884162208967
791,0.964113110362097
792,0.963641091413927
793,0.9626139559492
794,0.961335857156718
795,0.960704496534825
796,0.95996882824574
797,0.958738321373491
798,0.957725844878913
799,0.957563863725926
800,0.956865114447387
801,0.956334809014672
802,0.955775297710829
803,0.954764346822691
804,0.95446123714366
805,0.9541546802433
806,0.953912081055855
807,0.954582677526093
808,0.955405373988738
809,0.955307853246683
810,0.955512296751722
811,0.956030989030651
812,0.956689446539248
813,0.957036147006212
814,0.95697296405578
815,0.956379015841666
816,0.955456316026845
817,0.952904863160182
818,0.950497540626141
819,0.947747147986571
820,0.943933956379376
821,0.940119988812244
822,0.936672594331604
823,0.933201985485939
824,0.930330712095394
825,0.928804808391296
826,0.926610223143171
827,0.925218551182715
828,0.924115428289476
829,0.92407719990532
830,0.924496586542441
831,0.925305308752158
832,0.92579369033229
833,0.926707639668298
834,0.92693353797748
835,0.925996438943782
836,0.9263194344416
837,0.927178750158744
838,0.92720687867745
839,0.926578737839539
840,0.926188542871321
841,0.925025870412166
842,0.924188744841242
843,0.923811700647202
844,0.923698947520892
845,0.924538768084505
846,0.924693129523721
847,0.924753289305973
848,0.925319683513908
849,0.926192097111294
850,0.927684689562254
851,0.929717257155517
852,0.931062172812934
853,0.93255240279315
854,0.934435737257882
855,0.93500768793807
856,0.935497560829789
857,0.936018763719427
858,0.935529786596643
859,0.935843222810256
860,0.936349344391033
861,0.935796197331975
862,0.935240263011994
863,0.93418347437477
864,0.932771172385789
865,0.931643666213862
866,0.930906025878148
867,0.930421917756248
868,0.930494998590646
869,0.930620682280949
870,0.930695461012637
871,0.930585086878424
872,0.93063046900562
873,0.930827947906327
874,0.931353517368299
875,0.931881688261749
876,0.931384099502552
877,0.929802460643686
878,0.927784121921078
879,0.926850635975714
880,0.92616095841953
881,0.926047212192375
882,0.926054815297733
883,0.925711437893594
884,0.925821703398148
885,0.926813860238692
886,0.928694347116958
887,0.930705889821784
888,0.934087273470407
889,0.935472322014325
890,0.935862814490402
891,0.93673268408077
892,0.936738022315851
893,0.93579256613532
894,0.933793421026113
895,0.930379121862543
896,0.927425485096814
897,0.924617190126165
898,0.921331296655027
899,0.919381407979196
900,0.91767908202008
901,0.915713423854191
902,0.914910264999278
903,0.916578957384812
904,0.91865955531276
905,0.920402975320985
906,0.921892332351116
907,0.923283617335121
908,0.923489010473364
909,0.922200153551434
910,0.921508848118413
911,0.920185211659118
912,0.91938915725179
913,0.916907771479733
914,0.914304274011003
915,0.913532622392095
916,0.912102293069792
917,0.911020581487565
918,0.910599201150959
919,0.910767068062761
920,0.910605677601235
921,0.910419101058656
922,0.909406343645893
923,0.908997579477737
924,0.909118452713496
925,0.908500674666564
926,0.908989605368254
927,0.910843540466581
928,0.913152530914292
929,0.915075599550359
930,0.916782643253465
931,0.918401735037214
932,0.919969517699789
933,0.921126927004881
934,0.921877819457076
935,0.922577632754665
936,0.922969211076046
937,0.922415435516765
938,0.921709743791312
939,0.921445836627072
940,0.921697142566683
941,0.922993624778941
942,0.923868955923869
943,0.924464058614204
944,0.924970019108891
945,0.925386330099643
946,0.925134431751415
947,0.92430928150119
948,0.922892480910034
949,0.921680883995045
950,0.920259580288717
951,0.919947704899254
952,0.920096031903345
953,0.921018419675407
954,0.921907328975684
955,0.923618273041932
956,0.925950959567926
957,0.928376962264941
958,0.931491743217531
959,0.934018637660514
960,0.936335650706946
961,0.936817502154002
962,0.936422062052572
963,0.93578861642582
964,0.934340903541287
965,0.931813315160274
966,0.928784574874029
967,0.926292549083987
968,0.923505348486806
969,0.921330271455093
970,0.919494908398455
971,0.918238520291114
972,0.917413828258532
973,0.91622199251403
974,0.915055349295481
975,0.914015423916622
976,0.915081188966453
977,0.915737386100495
978,0.91546427443897
979,0.914531183578208
980,0.913147788128707
981,0.911554454099273
982,0.910225847225526
983,0.909381195797686
984,0.909201563174033
985,0.909693383327068
986,0.908648756817438
987,0.908754044719865
988,0.910422019477534
989,0.912383877408485
990,0.91370990032676
991,0.914080797129748
992,0.914180527179572
993,0.914224320383754
994,0.914116361322497
995,0.91349066175838
996,0.91262566773697
997,0.91082662731919
998,0.908320370158773
999,0.906474740941569
1000,0.905344887615893
1001,0.905197770051819
1002,0.905958579359408
1003,0.906240871803978
1004,0.906809508640492
1005,0.907459682980979
1006,0.908297669976117
1007,0.909089072915672
1008,0.910143140999757
1009,0.910118310963489
1010,0.910091083805818
1011,0.910390934441965
1012,0.91032165887248
1013,0.910447311180682
1014,0.910360830108305
1015,0.91027551509734
1016,0.910178826689925
1017,0.910044284184219
1018,0.909817008463125
1019,0.909986742806847
1020,0.91010145027219
1021,0.909835036579126
1022,0.909576420638262
1023,0.910046568588963
1024,0.910783846054697
1025,0.911271072776411
1026,0.911737568706456
1027,0.912363086769003
1028,0.912845449840261
1029,0.913578937451347
1030,0.914010741750816
1031,0.91399999610121
1032,0.913964778428583
1033,0.913049840147564
1034,0.912835689370011
1035,0.913525183885131
1036,0.914619115452136
1037,0.915540471007448
1038,0.916848780787269
1039,0.917480265177642
1040,0.91828457272337
1041,0.919846118907824
1042,0.92159893549422
1043,0.923500421799903
1044,0.924546161361542
1045,0.924588776414518
1046,0.924137537328777
1047,0.923758430995016
1048,0.922771612729542
1049,0.92177322367059
1050,0.920854980553379
1051,0.919140769251956
1052,0.916324292550704
1053,0.913929073011464
1054,0.911548245443053
1055,0.909982174977751
1056,0.908115693841315
1057,0.906242123627221
1058,0.905372391644978
1059,0.906301065393408
1060,0.907343906744999
1061,0.908522617305812
1062,0.911710417504426
1063,0.914324859228738
1064,0.916304760075314
1065,0.918026526120316
1066,0.919937079336936
1067,0.921388232379846
1068,0.922813434926708
1069,0.923151548862554
1070,0.9233474504099
1071,0.924778788293544
1072,0.924766344375322
1073,0.924613420186683
1074,0.925310805572834
1075,0.926280403183868
1076,0.927139399833588
1077,0.928261964083864
1078,0.928683605248193
1079,0.928661431568156
1080,0.928790303509449
1081,0.927864579052751
1082,0.927927334998506
1083,0.928841666144191
1084,0.929893502562011
1085,0.930168867637432
1086,0.930312693960705
1087,0.930363291460956
1088,0.930297796841975
1089,0.93078332096676
1090,0.931479348377529
1091,0.932160969527649
1092,0.932162577126973
1093,0.931635493506659
1094,0.930693623149163
1095,0.931249045384595
1096,0.931709285320598
1097,0.932747238851174
1098,0.933903256759105
1099,0.933980832568147
1100,0.933984359280586
1101,0.934555986317354
1102,0.935001583813844
1103,0.935355170931392
1104,0.935531836536505
1105,0.934435641746149
1106,0.933409923359826
1107,0.932502290346445
1108,0.931645305043796
1109,0.931444353612184
1110,0.931179137741169
1111,0.929971532015082
1112,0.929372283908873
1113,0.928164660401159
1114,0.925952373470811
1115,0.923827760375042
1116,0.92274414447256
1117,0.921539751735179
1118,0.919793091082665
1119,0.918673279476306
1120,0.91757458403942
1121,0.917472987711988
1122,0.916562189946242
1123,0.916578025396453
1124,0.917910253587598
1125,0.919140953359529
1126,0.920171097141296
1127,0.920332604798063
1128,0.920173897971748
1129,0.919368772269111
1130,0.918530543749118
1131,0.917158729813146
1132,0.916462630159809
1133,0.915303710621741
1134,0.913804073539879
1135,0.912184449986235
1136,0.910182975156034
1137,0.90870042268801
1138,0.908361501914814
1139,0.908200435465213
1140,0.907709638278271
1141,0.907229522275586
1142,0.905555665400856
1143,0.904943888732204
1144,0.904867068153427
1145,0.9052177700284
1146,0.905673136498709
1147,0.906382348949962
1148,0.906708833972213
1149,0.906760969963891
1150,0.9068819695616
1151,0.908086096094843
1152,0.910403350446144
1153,0.912202475662878
1154,0.913204004223304
1155,0.91479001468203
1156,0.916610162738546
1157,0.918338406973279
1158,0.919801649089286
1159,0.921227253639266
1160,0.923927670189468
1161,0.925660534364486
1162,0.927484887744476
1163,0.929133254223868
1164,0.930581182666041
1165,0.92933509030104
1166,0.928238798911249
1167,0.924096188624536
1168,0.923324741706971
1169,0.932716178207163
1170,0.934482046233797
1171,0.938939382712651
1172,0.93889579145579
1173,0.931213216122648
1174,0.930791975128254
